tweet_english,labels
"It was exciting after the Sidoarjo people's party, thousands of people danced and enthusiastically supported Gangarmahfud",positif
The fishermen have high hopes for Gangar and Mahfud,positif
It turns out that Ganjarmahfud's promise in the last presidential candidate debate for the general election is going to be adhered to,positif
Mr Gangar will make teachers prosperous,positif
"Get ready to join the Gangarmahfud Magelang People's Party. Come on, hurry up and register first so you can join in the excitement of this event.",positif
in order to welcome Indonesia's gold on,positif
million residential units for people in Indonesia are ready to be accelerated by Gangarmahfud,positif
Indonesia has a very large area in the maritime sector,netral
presidential and vice presidential candidates number three Ganjar Pranowo and Mahfud MD emphasized their priority in developing micro businesses.,positif
Gangarmahfud is very serious about initiating the Samti ID card program and making it a superior program that must be achieved,positif
"those who are far away come closer, those who are close, come closer, let's be united in winning Ganjar Mahfud in February, remember the number",positif
Assalamualaikum wrwb to all the Ganjar Mahfud national prayer congregation in the city of Salatiga and its surroundings,netral
"Come on, Indonesian people from Sabang to Merauke unite our winning voices for Ganjarmahfud so that Indonesia will be better and more prosperous in February, vote for the number",positif
"Greetings Mtal, Ganjarmahfud's total win for the Indonesian people in February, don't forget to vote for Ganjar Pranowo and Mahfud MD.",positif
February is the day of love and choice. Don't forget to vote on Ganjar Mahfud MD's partner number,positif
Ganjar Pranowo and Mahfud MD demonstrate sign language when entering the presidential candidate debate stage. What does it mean?,netral
"Come on, vote for Mahfud's reward to eradicate corruption in Indonesia",positif
"From the people for the people, Gangarmahfud, the leader of the Indonesian people, in February, choose the three",netral
The people's mandate is a sacred mandate for us. Together we start a new era for Indonesia where no one is left behind,negatif
The presidential candidate pair Ganjar Pranowo and Mahfud MD are promoting a program to build health facilities in each village. This is one way to provide equal rights for all people in accessing health care.,positif
Gangarmahfud is committed to getting out of the middle income trap,negatif
Gangarmahfud is committed to increasing UMKM growth,positif
Gangarmahfud is committed to preparing millions of new jobs,positif
Gangarmahfud is committed to set towards golden Indonesia,positif
Gangarmahfud is very committed to double village funds for village upgrade,positif
When Ganjar reminded Prabowo Subianto that digital traces would not be lost in the final presidential candidate debate,positif
Ibn's testimony to Mr Ganjar,netral
Ganjar Pranowo and Mahfud MD emphasized their commitment to bring about meaningful change for the welfare and justice of all Indonesian people in the presidential candidate debate,positif
Ganjar Pranowo reveals targeted solutions to address high UKT costs and access to education,positif
Ganjar Pranowo emphasized his commitment to equalizing free internet access throughout Indonesia.,positif
Presidential candidate Gangar Pranowo admitted that he had prepared well to face the third debate between presidential candidates on Sunday,positif
"wese drun stands for peeing his pants, drone, I'm dying to understand, right?",netral
affa anies you unfoll pregnant jisoo nepo baby bali lukas enembe bukittinggi pledis mcdonald kpop home alone doyoung jogja,negatif
"This is a cool statement from Mr Ganjar, mastering the third presidential election debate on geopolitics",positif
"In the first presidential candidate debate, the warm support of his wife and children gave Pranowo full strength. This moment emphasized his commitment to realizing goodness for Indonesia, highlighting the important essence of this time's goals.",positif
sat set sat set the most asset confiscated person in yesterday's presidential candidate debate all talked about the asset confiscation regulations bettyul sii the asset confiscation bill is very important for eradicating corruption hmm just a moment,positif
"Behind the activists who support it, is there really a reward? Is it related to the general election in full in the war of the three commanders, Thursday WIB",positif
First presidential debate rewards winner Tag Rosalia Indah Bekasi blunder Bem UI really wants CCTV Zulhas,positif
"Just the day I entered PSI, why has it become ketum? Wow, I've used this method",positif
highly anticipated program,netral
"Wow, Mr. Gangar, if it's a matter of reputation, I can't lie, he can be used as a puppet",positif
"Come on, guess who you are parodying, download now on Play Store and App Store",positif
The loss of the Ganjar banner in Banten is surprising. This act of removal is not only striking but also highlights the unethical nature of political contests,negatif
reward a strong and dedicated leader proves his leadership qualities through real actions and fast performance,positif
"Mrs. Atikoh, even though she is busy, still makes time to run at GBK at night, let's keep your body healthy and your heart healthy",positif
"Come on, let's make Saturday night even more exciting, let's join in the dinner event with Mr Ganjar",positif
"Look for differences in the photos above, none of them are very similar",netral
"If you ask, you don't need to choose, you don't need to choose, it's better if we just choose the one that definitely has one set",positif
"Yes, I'm too good for you, bye",positif
"When we are ready to crush but don't get a notification, remember the name is also business hahaha",positif
"More than just fashion, this is a way to appreciate local MSME products created by the nation's children",positif
"nature was given a birthday surprise at the Nurul Huda Islamic Boarding School in Bekasi, a happy atmosphere with simple but special sholawat",positif
"a confusing statement because the leader's responsibility should be to find solutions, not to look for scapegoats in the sky.",negatif
the importance of placing national interests above all party political interests,positif
Do you agree that yesterday's debate was called playing it safe? Watch the first debate score on the Metrotvnews YouTube channel link,positif
The presidential election debate is like our chatter at dawn,positif
"In the first presidential debate, Ganjar featured the word job several times with a special focus on access to jobs for young people",positif
Presidential candidate candidate number Prabowo Subianto is considered to be the target of shooting from two of his competitors during the first debate at the Jakarta KPU yard on Tuesday j,positif
"highlight the first debate of the Perindo Ganjar party, most clearly explain the vision and mission of law enforcement and human rights",positif
Perindo Party highlights the first presidential debate as the clearest reward for law enforcement and human rights,positif
Anies Baswedan and Ganjar Pranowo's appearance at the inaugural debate at the Indonesian KPU building on Tuesday night which seemed unified and as if attacking Prabowo Subianto was not part of the complete strategy,negatif
reward Mahfud to become a superior Indonesia Gacoan Dana Molly Batter Up M Views Olivia Surabaya Earthquake Jungkook is Coming,positif
"The first presidential debate has been held. What would be interesting for first-time voters, aka young people, the answer or gimmick?",positif
"That's great, my lord, reward the President of the Republic of Indonesia",positif
satset tastes,netral
Mr Ganjar Mahfud's vision and mission is the best,positif
"Continue to be consistent, Bismillah President",netral
"Ganjar is really cool, salute",positif
the right choice for the presidential election,netral
"Choose a reward that is good at dialogue, not overbearing, definitely of good quality",positif
It turns out that this is the meaning of Pranowo's rewarding smile according to experts,positif
why do we have to choose no because they offer a special program for Islamic boarding schools,positif
The difference is that father and son watch the presidential election debate. Father focuses on the presidential election debate. The son instead focuses on the presidential candidate's son hahaha,positif
"I'm just sorry, the little guy needs to be supervised more by his father so he doesn't act out",negatif
"Misinformation conveyed by Anies in the presidential debate regarding the death of his father Harun Arrasyid, who was claimed to be a Prabowo supporter, needs to be clarified.",negatif
Prabowo said Indonesia is safe and under control but is that true?,positif
The presidential candidate debate schedule for Prabowo Subianto Ganjar Pranowo and Anies Baswedan's preparations is over,netral
A professor's answer is indeed wiser than the answer of a family court graduate,positif
"This debate technique is used in presidential candidate debates. This technique always goes viral, great, Gus Gibran Constitutional Court Mahfud Songong Boy",positif
"Before starting, sir, wear slank clothes first",netral
There are no longer any conflicts between the land in Wadas and the residents of Satset,negatif
Don't forget to watch the presidential and vice presidential debate on Sunday January at WIB,positif
attend Christmas with the ministry,netral
Presidential candidate Ganjar Pranowo hopes that the issue of wadas and the Rembang cement factory will be discussed in the fourth presidential election debate,positif
TNI Headquarters feels that giving values ​​and rewards from Anies to Prabowo does not appreciate their struggle as TNI,positif
I swear I cried so badly when I saw this cunning behavior and this is all in Prabowo,negatif
Ganjar attended a dialogue with Kadin at the Djakarta Theater building,netral
totally cool win follow us on for other information dm us,positif
Denies that fertilizer is scarce because the farmer's card is rewarded with insufficient subsidies,positif
one word for Pranowo's cool father,positif
These two are like baiting Pak Prabowo to reveal defense data during the presidential candidate debate yesterday,positif
Gaspol rewards Mahfud,positif
mahfud md defense strategy is a state secret but the budget is not source x sosmedkeras,positif
Man of the match presidential debate is Ganjar,netral
"The penguin leader is coming over, my boss",netral
"A good presidential candidate is one who can properly guard his country's secrets, not one who asks to reveal his country's secrets to the public",positif
Diulti Ganjar Prabowo just smiled,positif
"Pak Prabowo, I don't think it's my authority or competence to judge, let the people judge what kind of person Anies Baswedan is",positif
reward wins the debate,positif
Indonesia's defense strength is getting bigger,positif
Ganjar responds to Jokowi's statement regarding the third debate,netral
"Mamat Alkatiri is said to be the figure behind the success of Ganjar Pranowo in the presidential candidate debate, apparently the editor of West Java Express is Atep Hilmansyah",positif
"okay okay PDIP finally started launching the attack earlier, man",negatif
I wonder how much this lady will be paid,netral
How can it be used as a source of ridicule like this?,negatif
Police reform reduces crime rates,negatif
At first it was relaxed but suddenly it became loud at the end,positif
"Hadeuuh sir, don't take care of Pak Prabowo, you'll end up getting tired of yourself because you're losing the competition, hehe, Minister of Defense Prabowo will become president",negatif
"Anies and Prabowo did not shake hands after the debate, here's the clarification",positif
check out the digital footprint of wind ethics,netral
"just make money, that's all",netral
the power of mother if you give really spicy comments,netral
"nobar before the presidential candidate, who is your champion, bro, what is Anies Baswed, Prabowo Subianto or Ganjar Pranowo?",positif
the excitement of the presidential candidate debate with Wika Salim,positif
"like a school kid giving a presentation in front of the class then getting emotional asking to meet in the garden behind the school, so what are you doing in the back garden?",positif
"The candidate pair's vision and mission only focuses on attacks that seem to only focus on the candidate pair and this doesn't look pretty and elegant, in fact I think this is a fatal blunder for the candidate pair",negatif
"TikTok residents, why is it that Anies nudged, he thought he was personal to Prabowo, heyyy, this is a debate event, not yasinan or coffee, braderr, this is a contest of ideas, the habit of discussing mental health to Bundir Sichawnima",netral
all in reward,positif
fascinated top gan tag grace talking emotional attack,positif
"Our favorite presidential candidate, Ganjar Pranowo, is showing his superior vision and mission for the progress of the Indonesian nation",positif
great enthusiasm sir,positif
"Keep on the gas, sir. Be enthusiastic",positif
at set test bag,netral
My presidential and vice presidential candidates are really cool,positif
Ganjar Mahfud attended the third presidential candidate debate and wore a top gun style bomber jacket,negatif
"The third debate has just finished, are you still loyal to your initial choice or are you starting to look at others?",positif
"Mr Prabowo's kodong can't answer Mr Ganjar's question, Mr Anies' question can't be answered properly either",netral
Cheers to our chairman for a great debate tonight,positif
enough is enough to buy old ones with our debt for our own made in the country gaza shibal south south ya allah megawati klaten el chef niki lpdp bangladesh defense,negatif
as defense minister Prabowo adhered to a doctrine based on the interests of the state,positif
the most hacked by hackers and Anies wants to return too much of the budget which has no impact on cyber defense,negatif
Prabowo said that Rp,netral
The third KPU debate could be a consideration for choosing a presidential candidate,netral
"This is the moment of arrival of candidate pair number three Ganjarmahfud MD wearing top gun clothes at Istora Senayan, Central Jakarta, Sunday",negatif
A tense atmosphere appeared to surround the three presidential candidates while they were on the debate stage following footage of their tense faces,negatif
namely Fery Farhati Ganis and Rustini Murtadho,netral
TPN Ganjarmahfud is an authentic leader who can take RI further forward,netral
Candidate pair number three Ganjar Pranowo and Mahfud MD entered the debate stage wearing bomber jackets and sunglasses like pilots in the film Top Gun.,positif
Gangarmahfud compactly wore a top gun style bomber jacket,negatif
"The theme of the third debate tonight is defense, security, international relations and geopolitics.",positif
Candidate pair number three Ganjar Pranowo & Mahfud MD were seen coming wearing bomber jackets,positif
Surya also emphasized that Anies was not afraid to face the other candidate pairs in this debate theme.,netral
"Tonight, let's watch our presidential candidate debate",netral
"are you ready to support your favorite presidential candidate again, watch this week of January live at WIB on digital TV channels, UHF channels or streaming",positif
Sunday January WIB talk show ahead of the presidential debate live on Nusantara TV hosted by Donny De Keizer and Tascha Liudmila,netral
Nusantara TV will present special coverage guided by qualified speakers in their fields. The first session is on the theme of Indonesia's role and challenges in the current international relations system.,positif
Pranowo's father's readiness to debate the presidential candidate. Let's continue to support Pranowo's father to become President of the Republic of Indonesia,positif
"Don't forget to watch their debate in the presidential debate live on Nusantara TV, Sunday, January WIB until finished",positif
I'm sorry,negatif
"The people's trust is your trust, sir",positif
"lit up, Mr Gangar imitates Jokowi",netral
"clearly straightforward and firm, expressed based on facts and valid and real data",positif
Deputy Director Representative of the TPN Ganjarmahfud National Winning Team Charles Honoris believes that presidential candidate Prabowo Subianto does not understand the difference between stunting and malnutrition,positif
Hasto Ganjar and Anies had similarities during the fifth presidential election debate,netral
presidential candidate number is superior in searches on x on Sunday night while for public sentiment Anies received a positive response up to 100% followed and,positif
Ganjar panelists were able to dive into the realm of inspiration for life together,positif
"So why does it have to be so hot, it's such a joke, even though last night wasn't that exciting, maybe I'm afraid there's something wrong with that, is the ideal presidential candidate and very suitable for Indonesia, I'm getting more",netral
"Quote Jokowi in the reward debate, don't choose a leader who is a dictator",positif
The closing statement from the presidential candidate serial number in the last session again reminded the statement in the presidential election debate not to elect a leader who has a track record of violating human rights.,negatif
Puan Maharani invites February to vote on Monday's general election numbers,netral
"funwalk with penguins, everyone is happy and happy",positif
"Morning walk with Mr Gangar and Mrs. Madam, the people of Indonesia are healthy and strong",positif
presidential candidate candidate number Ganjar Pranowo promises development in the field of education that is equitable and accessible to all Indonesian people,positif
All supporters of Pura Budeg can be supporters,positif
Pranowo's reward is that we are reminded not to vote for candidates who have dictatorial traits,positif
said not to vote for candidates who are dictators and have a track record of corruption problems,negatif
"After the theme was social welfare, culture, education, information technology, health, employment, human resources and inclusion, he expressed his hopes",positif
"Ganjar's post-debate statement, this is the most important final debate for the public.",positif
close the reward debate. We must oppose dynastic politics and listen to criticism from campus,positif
"Quoting President Jokowi's previous remark, saying don't elect a dictator who violates human rights",negatif
"close the debate on reward, quote Jokowi, don't choose a candidate with a track record of reporting human rights violations",positif
"Ahok's first political speech after Ahokers declared their support for Ganjar Mahfud, mentioning social assistance",positif
Ganjar Pranowo's closing statement closed with a warm hug with Mahfud MD,positif
Which one was interesting to you during the debate? Like Anies Follow Prabowo Tetwet Ganjar,positif
"This nation's reward is that its leaders often disappoint, read more at",positif
Sir emphasized that he would overcome the people's difficulties,negatif
This is the candidate pair's final statement,netral
Prabowo was modest at the closing of the presidential candidate debate,netral
"Wow, reward Prabowo's direct flick",positif
Ganjar's intelligent response to government criticism by artists,netral
doctor slump outfit zipper hoodie,netral
Ganjar asked Prabowo to agree that internet was free,positif
"I agree, I will agree later during your Ndas campaign hahaha",positif
"If the general election were held today, who would you choose and why, Anis Prabowo, please comment below to strengthen our choice.",positif
three finger salute to Indonesia's victory by providing support to Pak Gangar Mahfud,positif
Ganjar called Mahfud MD's resignation an example of exemplary democracy and integrity,positif
"It's finished, who is the best according to friends? Have you decided on your choice for the voting day?",positif
Jokowi's closing statement first said don't vote for a candidate who has a track record of violent human rights violations. I agree with Ganjarmahfud no one left behind,negatif
amp asked according to the theme asking for Bjir's opinion about his vision and mission,positif
"closing statement me and mahfud have a promise to obey god, obey the law and justice, be loyal to the people, we are being reminded not to let corruption, collusion and nepotism flourish again in Indonesia",positif
"closing statement I will be president for all people, including those who did not vote for me and including those who do not believe in me, I will fight for all people",negatif
"When they made their closing statement, I reminded the angels to pay close attention and note it down in detail because the statement was only given once",negatif
"closing statement, all candidate pairs want the best for the people. I apologize to all candidate pairs if there are words or actions that are unpleasant",positif
"Well, this is what is called Wok Pak Gangar's digital footprint, he has a strong memory, we still remember very well, if you forget, it's normal, the presidential and vice presidential candidates and the Mencla Mencle team are all in the camp to win Ganjar.",positif
"closing statement: the country does not trade with the people, is not stingy, does not turn away, let's make changes, we want Indonesia to be better, more fair",positif
"closing statement: the people want a change in their living conditions, we will fight inequality but we will not fight it with red and white hatred above all",negatif
Prabowo Gibran's cool jacket clash with Ganjar Mahfud's in the presidential candidate debate which one to choose,positif
approximately how many rounds,netral
"Omg your gaze is very, very intimidating, Prof",negatif
"Anies' answer, don't forget the infrastructure aspect, such as the provincial hospital doesn't have a class A hospital, the sub-district doesn't have a community health center",positif
"Sir, why is your closing statement giving me goosebumps? I am not a fanatic of the party that supports it, but I uphold your promise of trust to the Indonesian people.",positif
"Reward Prabowo's sarcasm about slow brain speech. Digital traces never disappear, sir",positif
love it,positif
Prabowo's answer is that the data is quite clear that we are short of thousands of doctors. I agree and also invite professors here to improve the medical faculty,positif
Ganjar does not agree with Prabowo's free meal program,positif
"Anies' answer agrees, but you need to talk to the health related parties to ensure whether it meets your needs",positif
Prabowo's question to Anies: Do you agree with my idea about medical and science scholarships for our children to go abroad?,positif
hot Ganjar amp Prabowo free internet vs free food,positif
The answer to the true reward for education is that investment should not be considered a cost. The state needs to be present by providing policies that favor the weak,positif
"Anies' answer: The state must place higher education as a socio-economic escalator. Education costs need intervention from the state, not borne by universities",netral
mvp final debate who is gays,netral
Reward the attack regarding the statement that people who like free internet have slow brains,positif
"Ganjar's answer is to stop the liberalization of education, Ganjarmahfud has a program for poor families, underprivileged undergraduates, there needs to be government assistance for education",negatif
Prabowogibran's concrete solution to the technology industry,positif
Anies' question to Gangar is that there is a phenomenon of difficulty in paying tuition fees to the point of having to go through loans. How do you see this problem of higher education?,negatif
"Prabowo's answer, what I mean is that free food is my priority, I will bring free internet, but free food for children and pregnant women is the main thing for me.",positif
Pranowo's reward strategy guarantees the safety and welfare of Indonesian migrant workers,positif
"Ganjar's answer to Mr. Clear's statement is that people who choose free internet have slow brains, even though there are villages that have blank spots. We want to digitize many things.",positif
"Prabowo's answer, perhaps what you heard was not complete, free internet, I agree, but free food is absolutely more important, free internet is good for digital inequality",negatif
"Rewarding question to Prabowo, sir, you once said that people who want free internet have slow brains, even though Gibran talks about digital, how about I have a free internet program, sir?",positif
Prabowo's fierce checkmate regarding feeding children deliberately challenged the debate,negatif
The vision and mission of the presidential candidates' serial number for Pranowo's reward in the fifth presidential debate,positif
"Wow, the discrimination seems to be between Mr. Anies and Mr. Gangar, they are arguing fiercely to find a solution, while Mr. Prabowo is not inviting.",positif
presidential candidate candidate number Ganjar Pranowo admitted that he had heard that teachers in Central Java only received a salary of IDR thousand per month,positif
"Prabowo's answer is that we must enforce the law to protect women from oppression, violence, exploitation, human trafficking, etc. I encourage law enforcement as strongly as possible.",positif
"Anies' answer, sir, you haven't answered the question, what problems exist now & how to change them, we see violence against women, equality and women's welfare",negatif
"call the salary of IDR thousand unfair, the reward will increase the salaries of teachers and SLB vocational schools to applications",positif
"Prabowo's answer is that the role of women is very important, therefore we will help pregnant women with nutrition and education, they must have equal opportunities, including in politics.",positif
"Ganjar and Anies' health problems prioritize Prabowo's promotive, preventive solutions",negatif
"Anies' question for Prabowo, can you explain what is lacking in the empowerment and protection of women now and how to change it?",netral
The story of Ganjar was visited by workers who asked for an immediate review of the Job Creation Law,positif
Anies' answer: We have to think about the option of cash assistance to prevent corruption. They can also use it according to their needs regarding data so that it can be accurate and can collaborate with RTRW.,netral
Gangar is frying,netral
"I'm a supporter, but to be honest, Mr Ganjar looks cool tonight",positif
"The answer is that the government's job is to ensure that social assistance is on target and on time. We suggest that we replace social assistance because the state's job is to create social justice, not to create social assistance.",positif
buy free Rp,positif
"The answer to social assistance is assistance for the recipient, not the giver, if you need it now, give it now, don't give it, that's social assistance without strings attached, we designed social assistance plus the numbers were increased & given independent spy training",netral
rp,netral
"questions regarding reward for Anies, many claims for social assistance seem to be individual assistance, groups, how to manage social assistance so that mutual claims are not met, can be right on target and jealousy does not arise",positif
a rational perspective on the importance of developing health policy services to become better,positif
"So, sir, correct your question, yes, I want to give you food to prevent stunting. It's too late to pay attention starting from teenage girls, some of them are anemic, then pay attention to your partner's health before getting married.",positif
Prabowo argued that he would be punished if he fed his child late,negatif
"Prabowo's answer is actually yes, our process is to feed pregnant women, but stunting means malnutrition, Mr Ganjar, we have to intervene by providing food assistance.",positif
"The answer is that if you feed your child to prevent stunting, it's too late. Stunting has been treated since it was in the mother's womb, who was given nutrition and fed the child to improve nutrition. Don't be confused.",positif
jasarpranowo lord the people's position is just a mandate,netral
"question and answer segment between candidates Prabowo's question for reward do you agree with my idea to give nutritious food to children to overcome the problem of stunting, eliminate poverty and reduce the maternal mortality rate",positif
"open many doors to report when migrant workers have problems, for example, report to the governor, the head of the service must have social media so that if there is a problem, it can be reported immediately and handled.",negatif
said he would create a cultural endowment fund if he was later elected as RI,positif
Strict reward will be to restore the cut budget for health,positif
Final presidential debate Anies begins presentation of vision and mission with sign language,positif
My response is that I agree that the role of activists is very important in the field of defending the rights of our workers abroad. They are heroes,positif
Activist responses must be involved in protecting migrant workers. The problem of migrant workers has many twists and turns because it requires collaboration with activists,negatif
"The last presidential debate was actually a debate or discussion session, a bit different from the previous ones which were hotter",netral
This presidential debate is sarcastic,negatif
"tsk tsk tsk didn't you learn from the previous debate, why did you keep on denying it, correct your own answer?",negatif
"The answer is to provide a panic button. If there is a problem, call there so that we can intervene. The legality problem must be resolved. Make sure the existing ministries and institutions are ready to protect it.",negatif
Ganjar emphasized the importance of preventive and promotive efforts regarding health,positif
employment sub-theme question: how do candidate pairs' strategies ensure the safety and welfare of Indonesian migrant workers,positif
"Anjir sir rewards Prabowo like a brother who said this to his little brother, you know, little brother",positif
My response is that I agree that the government must be proactive. Now there have been many breakthroughs in the field of technology to help people with disabilities. The government must also help a lot,positif
"In response to Pak Prabowo's statement, it is good, we propose that the department in each region collaborate with the PKK to allocate budgets to people with disabilities so that their needs are met, prepare the data and budget",positif
The presidential candidate conveyed that concerns coming from various parties were an important note,positif
Reward village health facilities for health workers to get good health services. Watch the presidential candidate debate here,positif
The state's response must be present. We use magic ID cards when planning development. Present them to have an opinion. That is what will become public policy no one left behind.,negatif
"reward my lord the people, the position is only a mandate",positif
"the answer as chairman of Gerindra is that we sponsor the disability law, I often send sports teams to the disability Olympics, disability issues need to take sides from the government",netral
Alinea's friend conveyed the people's concerns at the opening of the fifth presidential debate,positif
"sub-theme question of social welfare and inclusion, what is the candidate's commitment to granting concessions and providing data on persons with disabilities",positif
"response to spending in the field, don't view it as a cost, but view it as a state investment, don't be stingy, so provide support to teachers and lecturers for a smarter Indonesia",positif
Presidential candidate Ganjar Pranowo believes that Indonesia's development must be oriented towards the development of human resources or human resources,netral
The government has to be sane when it comes to police,netral
The response is that if education is to progress then facilities must be provided by the state and there must be more inclusion. We have a pen application for online technical guidance and mentoring.,positif
My response is that we agree that we also need to audit because there are many leaks in the allocation of funds. We must have the courage to improve the system that is lacking,positif
"All the candidates eventually competed in rhetoric, of course, because they would execute their vision and mission plans, so that democracy is good and maintains ethics.",positif
"Gangar doesn't want Kobolkobol to spend money on treating sick people, Prabowo answered firmly",negatif
"The answer to our program is to accelerate teacher certification, hiring thousands of honorary teachers to become teachers, sir, scholarships for teachers' children and lecturers' children, allowances for lecturers and researchers based on performance",positif
in explaining the functions of the state,netral
Education sub-theme questions about the commitment and what the candidate pairs will do to improve the welfare and competence of teachers and lecturers,positif
Gangarmahfud win win win,positif
"my response is that I agree with Ganjar and Anies, we must provide space for creative innovation, the government must have the courage to intervene to protect cultural sites",positif
ganjar talks about the concerns of national figures and mahfud md's political stance,netral
The response is to create a healthy ecosystem so that cultural figures can express and develop. It is necessary to form a Ministry of Culture to build extraordinary cultural works,positif
"The bureaucrat's response is simply to facilitate and protect artists, let them do the work, then culture will grow. The government should not be afraid of being afraid of the stage, but the government must be criticized.",negatif
vision and mission of rewarding Pranowo in the final general election debate,positif
"The answer is that culture is the nation's character which must be protected. We are planning a cultural endowment fund to support cultural actors, the government is not just a regulator, the government is a pioneer working for the people",positif
"saying that nutritious food will increase the economic growth of the Republic of Indonesia, do you agree or not, friend, paragraph",positif
The cultural sub-theme question is what the candidate's views and attitudes are towards the commercialization of culture and the destructive processes towards the growth of a responsive culture,netral
response to,netral
"The answer is a collaborative approach, calling on business actors and realizing the construction of a cellphone factory, providing a healthy ecosystem and then executing it",positif
"reward Pranowo for one village, one health facility, one health worker",positif
"Response: There is a gadget factory in Semarang at affordable prices or you can assign another company or collaborate with foreign brands, but the factory is in Indonesia and India has already done this.",netral
"Ganjar Pranowo criticizes leaders for having political interests, for example Mahfud MD resigns",negatif
"The cellphone factory's response would be great, if it is only half a trillion, give scholarships to Indonesian children in the field of science technology engineering mathematics so they can compete",positif
"Indonesia's answer must not be left behind in technology, bring in experts to transfer technology, prioritize labor-intensive investment and no less important is the protection of intellectual rights",positif
Mahfud's leverage to resign from Jokowi's cabinet is an example of a leader who knows the rules,negatif
Information technology sub-theme question: What are the strategic steps for the candidate pairs to build telecommunications and information technology manufacturing sovereignty in Indonesia?,netral
"one health response, one health for all, holistic health needs to be created, return the health budget to create better services for preventive and promotive",positif
Prabowogibran looked different in a jacket in the fifth debate,netral
"Our response is that there are not enough thousand doctors in the district, there are no specialists and equipment for stroke and heart disease and what is important is nutritious food for children and pregnant women",negatif
"The promotive, curative, preventive, response must be balanced, it must be cross-sectoral, it cannot just be the health department but all sectors are involved",netral
"In the fifth presidential debate at JCC Senayan Jakarta, RI said there was a shortage of hundreds of thousands of doctors",negatif
"health sub-theme question, what is the candidate's strategy for prioritizing budgets and promotive-preventive programs to increase life expectancy",positif
"In your opinion, which presidential candidate's vision and mission paragraph is your favorite?",positif
"not providing social assistance for the benefit of the giver but for the interests of those given our mission to create a nation that is healthy, intelligent, prosperous, cultured and united, it's time for us to make changes.",positif
"The biggest problem right now is inequality. We will ensure healthy living, smart growth and decent wages",positif
"access to education is more inclusive, especially for women & people with disabilities, review of the fast internet creator law, it is the voice of the people that we listen to, my lord, it is the people, this position is a mandate",netral
"building a civilized Indonesia starts from the village health facilities for mothers, children, elderly people with disabilities, indigenous peoples get equal access to health",netral
"build millions of houses, improve teachers' salaries and competence, not just development, we want a national transformation for a golden Indonesia",positif
"We have a big plan for a national transformation strategy to increase prosperity & quality of life, provide nutritious food for children, build modern hospitals in every district",positif
How cool is this varsity jacket?,positif
"The final presidential candidate debate is about to begin, who's the winner, friends?",positif
live final presidential debate tvone,netral
live final debate of presidential candidate Anies Prabowo wins presidential election,positif
"About percent of them work in the informal sector and this has low productivity, he said",negatif
What do you think,netral
inews election center,netral
"Ahead of the final presidential debate, Ganjar Pranowo will explain his achievements while serving as Governor, Gelora Bung Karno.",netral
live final debate presidential candidate aniesimin vs prabowo gibran vs ganj lewat,netral
"Mahfud MD, we have superior programs for the people, more than just lunch",positif
"ahead of the third debate, we will discuss used aircraft",netral
Gangarmahfud will give scholarships to soldiers' children studying at universities,netral
The volunteer was suspected to have died after being assaulted by Ganjar Pranowo and was immediately taken care of,negatif
TPN Chairman Gangarmahfud visited the point during the campaign day,netral
TNI soldiers detained after allegedly assaulting Ganjar volunteers in Boyolali,negatif
Ganjar screen printing T-shirts with Sat Set and GP MMD writing,netral
Bimbim Slank calls Ganjar Pranowo next president,netral
Ganjar Pranowo criticizes Indonesian defense which still buys used planes,negatif
"Indonesian diaspora, the value of the idea of ​​a halal industry has been concretely tested",positif
Mahfud said about his superior program that Prabowogibran's program was more than free lunches,positif
Ganjar admits he is frustrated that the integrated data problem in Indonesia has not been resolved,negatif
tpn Ganjarmahfud title consolidates the day to victory,netral
repost from dad,netral
Hanura hut in Indramayu Oso invites people to vote for Gangarmahfud,netral
"Repost from resign, you wir your rival, Prof. from Mahfud MD, ready to hit the corrupt",netral
Mahfud's flagship program is more than just lunch,positif
repost from prof mahfud md brush aside illegal high interest loans that trap the common people,negatif
repost from,netral
tpn introduces application for digital ecosystem ganjarmahfud,netral
focus on winning ganjarmahfud arsjad rasjid invites all elements to win undecided voters,positif
mahfud md the free lunch program is good but we are more than that,positif
Realize food sovereignty Gangarmahfud has an effective strategy for revitalizing Bulog,positif
The meaning of the white shirt worn by Gangarmahfud on National Consolidation Day towards Victory,negatif
Mahfud MD continues to uphold the law if we don't enforce it,netral
"volunteers for the people's t-shirt movement, Ganjar Pranowo, expressed a special message",positif
Sandiaga Uno said Gangarmahfud played beautifully and fair play to win the presidential election,positif
give encouragement to my volunteers haqqul yaqin when I go to areas that are never quiet,positif
"Days before the presidential election, we reward gaspol with structured and massive movements",positif
"Support Ganjar Mahfud in the presidential election, hundreds of Makassar residents hold a joint prayer",positif
Ganjarmahfud gathers political party supporters and volunteers in DKI tonight,positif
ht reveals why Gangarmahfud is suitable to lead Indonesia,netral
Ganjar admitted that he received a lot of input for the third presidential candidate debate,positif
"ready to face the third debate, reward Pranowo, don't be afraid to face Defense Minister Prabowo",positif
about the Sakti Ganjar KTP to make one Indonesian data effective,positif
promise to create a low-cost housing program that clearly does not use a down payment percentage,positif
Arsjad Rasjid announces internal survey of TPN Ganjarmahfud percent electability,netral
Gangarmahfud blusukan at a point in one month Arsjad Rasjid's fast movements are unmatched,negatif
Arsjad emphasized that Ganjarmahfud's quick actions were unmatched,negatif
